"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","einwilligung","prolific_id","IfSHD","YesSHD","gender","age","ac1","edu","employ","employ_7_TEXT","sr_know1","sr_know2","sr_know_com","test_know1","test_know2","test_know3","test_know4","test_know_com1","test_know5","test_know6","test_know7","test_know8","test_know_com2","test_know9","test_know10","test_know11","test_know_com3","sa1","sa2","sa3","sa_com1","sa4","sa5","sa6","ac2","sa_com2","symb_trust1","symb_trust2","symb_trust3","symb_trust_com1","symb_trust4","symb_trust5","ac3","symb_trust_com2","sys_trust_intro","sys_trust1","sys_trust2","sys_trust3","sys_trust4","sys_trust5","sys_trust6","sys_trust7","sys_trust8","sys_trust9","sys_trust10","sys_trust11","sys_trust12","sys_trust_com3","sys_trust_com1","sys_trust_com2","se_test1","se_test2","se_intro2","se1","se2","se3","se4","se_com1","se5","se6","se7","se8","se_com2","se9","se10","se11","se12","se_com3"
"2023-06-29 13:52:36","2023-06-29 14:11:59","0","100","1163","1","2023-06-29 14:12:00",NA,NA,NA,"1",NA,"1","Amazon Echo","2","38","1","5","2","","2","2","","3","4","4","1","","2","1","1,4","1,3","","1,2,3","1","3","","3","4","4","","4","2","4","5","","1","3","5","","2","3","1","","5","4","5","3","4","4","5","6","6","4","4","4","4","","","","4","1","5","4","4","4","4","","4","3","4","4","","3","6","5","4",""
"2023-06-29 13:59:01","2023-06-29 14:12:27","0","100","805","1","2023-06-29 14:12:27",NA,NA,NA,"1",NA,"2","","2","25","1","7","1","","2","2","","1,2,3","3,4","4","1,4","","1,2","1","1,4","1","","1,2,3","1,3,4","3,4","","2","5","2","","2","4","3","5","","1","3","3","","3","2","1","","5","5","3","4","2","3","6","4","5","4","6","4","6","","","","7","5","4","2","6","4","2","""Ich kann die Datenschutzrichtlinien von Geräten zur Risikobewertung meiner Privatsphäre nutzen."" Ich verstehe nicht inwiefern nutzen? Nutzen um die Firma im Zweifel zu verklagen?","2","5","1","2","""Ich kann erkennen, wenn Benutzeroberflächen so gestaltet sind, dass sie meine Entscheidungen über Sicherheitsoptionen beeinflussen."" = beeinflusst werden?","2","5","3","6",""
"2023-06-29 13:59:04","2023-06-29 14:14:08","0","100","904","1","2023-06-29 14:14:09",NA,NA,NA,"1",NA,"1","Google Home, Philips HUE, Smart Switch, Blutdruckmessgerät","1","73","1","7","6","","3","3","","2,3","3","1","1","","3","4","3","1","","1,2","1,3","1","","3","3","2","","3","4","4","5","","6","4","4","","5","5","1","Es ist schwierig die Fragen korrekt zu beantworten, da ich das Symbol bisher nicht kannte. Wie soll ich denn wissen ob es zuverlässig ist? Die Frage müsst wohl eher lauten: Wirkt das Symbol für Sie zuverlässig.","5","4","7","5","6","5","6","7","7","6","5","6","5","","","","7","1","5","4","1","1","1","","1","3","1","3","","1","1","5","1",""
"2023-06-29 13:56:30","2023-06-29 14:14:35","0","100","1084","1","2023-06-29 14:14:36",NA,NA,NA,"1",NA,"1","Lampen, Steckdosen und Staubsauger","1","28","1","4","1","","4","4","","1","3,4","4","1","Verfügbarkeit von Updates muss nicht manuell geprüft werden, aber sollte gemacht werden","2,4","1","1,4","3","","2,3","1,4","3","","4","4","4","","4","4","5","5","","1","3","5","","3","1","1","","5","7","7","7","1","1","7","7","7","7","7","7","7","","","","7","2","5","6","6","6","4","","6","7","4","7","","2","4","7","7",""
"2023-06-29 14:00:52","2023-06-29 14:16:13","0","100","921","1","2023-06-29 14:16:14",NA,NA,NA,"1",NA,"1","Amazon Echo","1","32","1","6","1","","3","2","","1,2,3","3,4","4","1","Der Satz ""Dazu werden Ihnen Mutliple-Choice-Fragen gezeigt werden."" sollte ohne werden am Schluss sein.","1,2","1","1,4","1,2,3","","1,2,3","1,4","3,4","","4","5","4","Welche Art von Sicherheitsbedrohungen? Phishing, Malware,...","3","4","4","5","","4","5","5","","5","4","1","","5","6","6","5","6","3","6","6","7","6","7","4","6","","","","7","1","5","3","3","3","4","","2","6","3","5","","1","6","5","6",""
"2023-06-29 14:06:50","2023-06-29 14:16:18","0","100","567","1","2023-06-29 14:16:19",NA,NA,NA,"1",NA,"1","google home","1","35","1","7","1","","2","2","","1,2,3","2","2,4","1","","3","2","1","2,4","","1,2","1,3","2,3","","3","2","2","","2","2","3","5","","1","1","3","","1","1","1","","4","4","7","1","7","7","7","7","7","1","1","1","7","","","","7","1","5","1","1","1","4","","1","7","1","4","","1","7","6","4",""
"2023-06-29 14:04:59","2023-06-29 14:16:37","0","100","697","1","2023-06-29 14:16:38",NA,NA,NA,"1",NA,"1","Intelligenter Kühlschrank, Intelligentes Türschloss, Intelligente Sicherheitskamera","1","28","1","7","1","","2","2","","1,2,3","3,4","4","1,2,3,4","","1,2,4","2","1,4","1,2","","1,2,3","1,4","3,4","","3","4","4","","4","4","2","5","","3","3","3","","3","3","1","","5","4","6","3","5","3","6","5","6","5","4","3","5","","","","7","4","5","3","2","2","4","","4","3","2","3","","1","6","3","4",""
"2023-06-29 14:06:18","2023-06-29 14:19:39","0","100","801","1","2023-06-29 14:19:40",NA,NA,NA,"1",NA,"1","Nest, smart speaker, smart Waage","2","63","1","7","2","","2","2","","1,2,3","3,4","4","1,3","ich kenne viele der neen Begriffe nicht, obwohl ich sie fast taeglich lese. z.B. VPN...ich koennte nicht erklaeren, was es ist.","1,2,4","4","1,2","3","lokale Verarbeitung sagt mir nichts. Es kann im eigenen Land sein, aber Daten dann doch an andere in anderen Laendern weiter gegeben werden","1,3","1,4","1,3","war verstaendlich","2","3","2","","4","4","1","5","","4","5","3","","3","4","1","","5","2","6","4","2","1","7","4","7","4","4","2","5","","","","7","1","5","1","3","6","4","","2","1","1","1","","1","1","3","7",""
"2023-06-29 14:15:23","2023-06-29 14:23:54","0","100","511","1","2023-06-29 14:23:55",NA,NA,NA,"1",NA,"1","Philips Hue","2","27","1","7","1","","2","2","","1,3","3,4","4","1","","1,2","1,4","1","3","","2,3","1,4","3","","3","3","4","","1","3","4","5","","1","2","5","","2","1","1","","5","5","7","5","6","4","5","7","6","6","5","4","5","","","","7","2","5","6","4","4","6","","6","5","4","5","","3","6","5","3",""
"2023-06-29 14:07:47","2023-06-29 14:25:08","0","100","1040","1","2023-06-29 14:25:08",NA,NA,NA,"1",NA,"1","Alexa","1","24","1","6","4","","2","1","","1,2,3","4","1,4","1,2,3,4","","1,2,4","2","1,2","3","","1,2,3","1,4","1,3,4","","4","3","3","","2","5","3","5","","1","1","1","","2","1","1","","4","","","","","","","","","","","","","","","","7","2","5","3","6","7","1","","2","3","1","4","","4","7","7","7",""
"2023-06-29 14:01:50","2023-06-29 14:27:03","0","100","1513","1","2023-06-29 14:27:04",NA,NA,NA,"1",NA,"1","Intelligente Rauchmelder und -alarme und Intelligente Haushaltsgeräte.","1","42","1","7","1","","3","3","","1,3","3,4","4","1","","2,4","4","1,2","2,3","","1,3","1,2","1,4","","4","4","5","Die Fragen waren alle sehr verständlich.","4","4","2","5","","6","5","6","","5","5","1","","5","4","6","2","3","1","5","4","5","3","4","4","4","","","Die Formulierungen waren mehr als verständlich.","7","5","5","5","4","5","4","","3","4","3","3","","3","6","5","3",""
"2023-06-29 14:16:52","2023-06-29 14:27:10","0","100","617","1","2023-06-29 14:27:11",NA,NA,NA,"1",NA,"1","phillips hue, tp-link steckdosen","3","24","1","6","4","","4","3","","1,2,3","3,4","4","1,4","","1,2,4","1","1","1,2,3","","1,2,3","1,4","1,3,4","","5","5","4","","5","2","4","5","","2","3","2","","1","2","1","","5","3","6","3","3","1","7","4","7","4","6","3","6","","","","7","2","5","2","5","5","1","","6","6","1","4","","1","2","6","6",""
"2023-06-29 14:15:26","2023-06-29 14:27:32","0","100","726","1","2023-06-29 14:27:33",NA,NA,NA,"1",NA,"1","Intelligente Steckdosen","2","24","1","7","4","","1","1","","1,2,3","3,4","4","1","","1,2,4","1","1","1","","1,2,3","1,4","3,4","","3","2","2","","1","2","2","5","","2","2","2","","3","2","1","","5","4","7","1","6","7","7","6","7","5","5","5","6","","","","7","3","5","5","5","5","1","","2","6","2","4","","2","2","7","7",""
"2023-06-29 14:14:06","2023-06-29 14:27:58","0","100","831","1","2023-06-29 14:27:59",NA,NA,NA,"1",NA,"1","Rasenmähroboter","1","53","1","7","1","","2","2","","4","3,4","4","1","","1,2,4","1","1,4","1,2,3","","1,2,3","1,3","3","","2","5","3","","2","5","5","5","","1","4","3","Ich weiß nicht, was das Symbol bedeutet und finde die Fragestellungen bzgl. verlassen etc. irritierend.","4","1","1","","5","5","5","5","6","4","2","5","6","4","3","6","3","","","","7","4","5","5","4","3","3","","3","7","7","7","","3","3","5","7",""
"2023-06-29 14:21:50","2023-06-29 14:29:32","0","100","462","1","2023-06-29 14:29:33",NA,NA,NA,"1",NA,"1","echo","1","29","1","6","4","","3","3","","1,2,3","3,4","4","1,2,3,4","","1,2,4","1","1","3","","2,3","1,4","3,4","","4","4","4","","4","4","4","5","","5","5","5","","2","1","1","","5","5","3","1","1","1","6","5","7","5","5","5","6","","","","7","7","5","7","5","6","2","","7","7","7","7","","5","7","7","7",""
"2023-06-29 14:23:31","2023-06-29 14:30:04","0","100","393","1","2023-06-29 14:30:05",NA,NA,NA,"1",NA,"1","Phillips Hue","1","39","1","8","1","","2","2","","1","3,4","4","1","","2,4","1","1,4","3","","1,2,3","1,4","3,4","","3","3","3","","3","3","2","5","","2","2","3","","2","2","1","","5","4","4","5","5","4","5","5","5","5","4","3","4","","","","7","1","5","3","3","3","3","","4","3","3","4","","2","4","3","6",""
"2023-06-29 14:09:44","2023-06-29 14:30:08","0","100","1223","1","2023-06-29 14:30:09",NA,NA,NA,"1",NA,"1","Amazon Echo","2","23","1","7","4","","2","3","","1,2","3","4","1","","2","2","1","1,2,3","","3","1","3","","2","4","4","","2","3","2","5","","2","4","4","","2","5","1","","5","5","6","4","6","2","6","4","6","5","5","4","5","","","","7","4","5","6","4","5","4","","4","6","5","5","","3","5","6","6",""
"2023-06-29 14:22:25","2023-06-29 14:32:00","0","100","575","1","2023-06-29 14:32:01",NA,NA,NA,"1",NA,"1","Netatmo","2","23","1","6","4","","2","2","","1,3","3,4","4","1,4","","1,2","4","4","3","","2","1,4","1","","2","2","3","","2","3","2","5","","4","4","4","","4","3","1","","5","6","6","3","6","5","6","6","6","6","6","3","6","","","","7","2","5","3","4","3","3","","3","4","4","4","","3","5","3","2",""
